+--------------------+------------+------------+------------+------------+------------+
|      Palabra       | P3/TC1.txt | P3/TC2.txt | P3/TC3.txt | P3/TC4.txt | P3/TC5.txt |
|      matched       |     0      |     0      |     0      |     0      |     3      |
|     maternity      |     0      |     0      |     0      |     0      |     2      |
|        math        |     1      |     0      |     0      |     1      |     0      |
|    mathematics     |     0      |     0      |     0      |     0      |     1      |
|        mats        |     0      |     0      |     0      |     0      |     2      |
|       matter       |     0      |     0      |     0      |     0      |     3      |
|      matters       |     1      |     0      |     1      |     0      |     0      |
|      mattress      |     0      |     0      |     0      |     0      |     1      |
|       mature       |     0      |     0      |     0      |     0      |     3      |
|     mauritius      |     0      |     0      |     0      |     0      |     1      |
|        max         |     0      |     0      |     0      |     0      |     2      |
|      maximize      |     0      |     0      |     0      |     0      |     2      |
|      maximum       |     0      |     0      |     0      |     0      |     1      |
|        may         |     0      |     0      |     1      |     0      |     0      |
|       mayor        |     0      |     0      |     0      |     0      |     1      |
|       mazda        |     0      |     0      |     0      |     0      |     1      |
|         mc         |     0      |     0      |     0      |     0      |     1      |
|         md         |     0      |     0      |     0      |     0      |     1      |
|         me         |     0      |     0      |     0      |     0      |     1      |
|       meals        |     1      |     0      |     0      |     0      |     2      |
|        mean        |     0      |     0      |     0      |     0      |     1      |
|      meaning       |     0      |     0      |     0      |     0      |     2      |
|       means        |     0      |     0      |     0      |     0      |     1      |
|       meant        |     0      |     0      |     0      |     0      |     3      |
|     meanwhile      |     0      |     0      |     0      |     0      |     1      |
|      measure       |     0      |     0      |     0      |     0      |     1      |
|      measured      |     0      |     0      |     0      |     0      |     1      |
|    measurement     |     0      |     0      |     0      |     0      |     1      |
|     mechanical     |     0      |     0      |     0      |     0      |     1      |
|     mechanics      |     0      |     0      |     0      |     0      |     1      |
|        med         |     0      |     0      |     0      |     0      |     1      |
|       medal        |     0      |     0      |     0      |     0      |     1      |
|       media        |     1      |     0      |     0      |     0      |     0      |
|      medicaid      |     0      |     0      |     1      |     0      |     2      |
|      medical       |     0      |     0      |     1      |     0      |     0      |
|      medicare      |     0      |     0      |     0      |     0      |     2      |
|     medication     |     0      |     0      |     0      |     0      |     1      |
|     medicines      |     0      |     0      |     0      |     1      |     2      |
|        meet        |     0      |     0      |     0      |     0      |     1      |
|       meets        |     0      |     0      |     0      |     0      |     1      |
|       meetup       |     0      |     0      |     0      |     0      |     1      |
|        mega        |     0      |     0      |     0      |     0      |     1      |
|        mel         |     0      |     0      |     0      |     0      |     1      |
|      members       |     0      |     0      |     0      |     0      |     1      |
|        memo        |     0      |     0      |     1      |     0      |     1      |
|       memory       |     0      |     0      |     0      |     0      |     1      |
|      memphis       |     0      |     0      |     0      |     0      |     1      |
|        mens        |     0      |     1      |     0      |     0      |     1      |
|        ment        |     0      |     0      |     0      |     0      |     1      |
|      mention       |     0      |     0      |     0      |     0      |     2      |
|     mentioned      |     0      |     0      |     0      |     0      |     2      |
|        menu        |     0      |     0      |     0      |     0      |     2      |
|    merchandise     |     0      |     0      |     0      |     0      |     2      |
|     merchants      |     0      |     0      |     0      |     1      |     0      |
|      mercury       |     0      |     0      |     0      |     1      |     0      |
|       merge        |     0      |     0      |     0      |     0      |     2      |
|       merit        |     0      |     0      |     1      |     0      |     1      |
|        mesh        |     0      |     0      |     0      |     1      |     0      |
|      message       |     0      |     0      |     0      |     0      |     3      |
|        meta        |     0      |     0      |     0      |     1      |     0      |
|     metabolism     |     0      |     0      |     0      |     0      |     1      |
|      metadata      |     0      |     0      |     0      |     0      |     1      |
|      metallic      |     0      |     0      |     0      |     2      |     0      |
|     metallica      |     0      |     0      |     0      |     1      |     0      |
|       meter        |     0      |     0      |     0      |     0      |     1      |
|       method       |     0      |     0      |     0      |     0      |     1      |
|      methods       |     0      |     0      |     0      |     0      |     1      |
|       metro        |     0      |     0      |     0      |     0      |     1      |
|    metropolitan    |     0      |     0      |     1      |     0      |     1      |
|      mexican       |     0      |     0      |     0      |     1      |     1      |
|       meyer        |     0      |     0      |     0      |     0      |     2      |
|         mh         |     0      |     0      |     0      |     1      |     0      |
|        mia         |     0      |     0      |     0      |     0      |     2      |
|       miami        |     0      |     0      |     0      |     0      |     2      |
|        mice        |     0      |     0      |     0      |     0      |     1      |
|      michael       |     0      |     0      |     0      |     0      |     1      |
|       michel       |     0      |     0      |     0      |     0      |     1      |
|       micro        |     0      |     0      |     0      |     0      |     1      |
|     microphone     |     0      |     0      |     0      |     0      |     2      |
|     microsoft      |     0      |     0      |     1      |     1      |     1      |
|       middle       |     0      |     0      |     0      |     0      |     1      |
|        midi        |     0      |     1      |     0      |     0      |     0      |
|      midlands      |     0      |     0      |     0      |     1      |     0      |
|      midnight      |     0      |     0      |     1      |     0      |     2      |
|       mighty       |     0      |     0      |     1      |     0      |     0      |
|     migration      |     0      |     0      |     0      |     0      |     3      |
|        mike        |     0      |     0      |     0      |     0      |     1      |
|       milan        |     0      |     0      |     0      |     0      |     1      |
|        mild        |     0      |     0      |     0      |     0      |     1      |
|      mileage       |     0      |     0      |     0      |     0      |     1      |
|       miles        |     0      |     0      |     0      |     0      |     1      |
|        milf        |     0      |     0      |     0      |     1      |     0      |
|     milfhunter     |     0      |     0      |     0      |     0      |     2      |
|        milk        |     0      |     0      |     1      |     0      |     1      |
|        mill        |     0      |     0      |     0      |     0      |     1      |
|     millennium     |     0      |     0      |     0      |     1      |     2      |
|       miller       |     0      |     0      |     0      |     0      |     1      |
|      million       |     0      |     0      |     0      |     0      |     1      |
|       milton       |     0      |     0      |     0      |     0      |     1      |
|     milwaukee      |     0      |     0      |     0      |     0      |     1      |
|        min         |     0      |     0      |     0      |     0      |     1      |
|       minds        |     0      |     0      |     0      |     0      |     1      |
|      mineral       |     0      |     0      |     0      |     0      |     1      |
|       mines        |     0      |     0      |     0      |     0      |     3      |
|        mini        |     0      |     0      |     0      |     0      |     1      |
|     miniature      |     0      |     0      |     0      |     0      |     1      |
|      minimize      |     0      |     0      |     0      |     0      |     2      |
|      minister      |     0      |     0      |     0      |     0      |     1      |
|      ministry      |     0      |     0      |     0      |     0      |     2      |
|    minneapolis     |     0      |     1      |     0      |     0      |     1      |
|      minolta       |     0      |     0      |     0      |     0      |     1      |
|       minor        |     0      |     0      |     0      |     0      |     1      |
|        mins        |     0      |     0      |     0      |     0      |     1      |
|        mint        |     0      |     0      |     0      |     0      |     1      |
|       minute       |     0      |     0      |     0      |     0      |     1      |
|      minutes       |     0      |     0      |     0      |     0      |     1      |
|      mirrors       |     0      |     0      |     0      |     0      |     1      |
|        misc        |     0      |     0      |     0      |     0      |     1      |
|        miss        |     0      |     0      |     0      |     1      |     2      |
|      missile       |     0      |     0      |     0      |     0      |     2      |
|      mission       |     0      |     0      |     0      |     0      |     2      |
|    mississippi     |     0      |     0      |     0      |     0      |     1      |
|      mistakes      |     0      |     0      |     0      |     0      |     1      |
|      mistress      |     0      |     0      |     1      |     0      |     0      |
|     mitsubishi     |     0      |     0      |     0      |     0      |     2      |
|        mix         |     0      |     0      |     0      |     0      |     1      |
|       mixed        |     0      |     0      |     0      |     0      |     1      |
|       mixer        |     0      |     0      |     0      |     0      |     2      |
|      mixture       |     0      |     0      |     0      |     0      |     3      |
|         ml         |     0      |     0      |     1      |     0      |     0      |
|        mlb         |     0      |     0      |     0      |     0      |     1      |
|         mn         |     0      |     0      |     0      |     0      |     2      |
|         mo         |     0      |     0      |     0      |     0      |     1      |
|      mobiles       |     0      |     0      |     0      |     0      |     1      |
|      mobility      |     0      |     0      |     0      |     0      |     1      |
|        mod         |     0      |     0      |     0      |     1      |     1      |
|      modeling      |     0      |     0      |     0      |     0      |     1      |
|       modem        |     0      |     0      |     0      |     0      |     2      |
|       modems       |     0      |     0      |     0      |     0      |     1      |
|      moderate      |     0      |     0      |     0      |     0      |     1      |
|       modes        |     0      |     0      |     0      |     0      |     1      |
|    modification    |     0      |     0      |     1      |     2      |     0      |
|   modifications    |     0      |     0      |     0      |     0      |     1      |
|      modified      |     0      |     0      |     1      |     0      |     0      |
|        mods        |     0      |     0      |     0      |     0      |     1      |
|       module       |     0      |     0      |     0      |     0      |     1      |
|        mold        |     0      |     0      |     0      |     0      |     1      |
|     molecular      |     0      |     0      |     0      |     0      |     1      |
|     molecules      |     0      |     0      |     0      |     0      |     1      |
|      moments       |     0      |     0      |     0      |     0      |     1      |
|        mon         |     1      |     0      |     0      |     0      |     0      |
|       monaco       |     0      |     4      |     0      |     0      |     0      |
|       monday       |     0      |     0      |     0      |     0      |     1      |
|      monetary      |     0      |     0      |     0      |     1      |     2      |
|      mongolia      |     0      |     0      |     0      |     1      |     2      |
|       monica       |     0      |     0      |     0      |     0      |     1      |
|      monitor       |     0      |     0      |     1      |     0      |     1      |
|     monitored      |     0      |     0      |     1      |     0      |     0      |
|     monitoring     |     0      |     0      |     0      |     0      |     2      |
|       monkey       |     0      |     0      |     0      |     0      |     1      |
|       monroe       |     0      |     0      |     0      |     1      |     2      |
|      monster       |     0      |     0      |     0      |     0      |     1      |
|      montana       |     0      |     0      |     0      |     0      |     1      |
|       monte        |     0      |     0      |     0      |     0      |     1      |
|       month        |     0      |     0      |     0      |     1      |     0      |
|      monthly       |     0      |     0      |     0      |     0      |     1      |
|       months       |     0      |     0      |     0      |     0      |     1      |
|        moon        |     0      |     0      |     0      |     0      |     2      |
|       moore        |     0      |     0      |     0      |     0      |     1      |
|       moral        |     0      |     0      |     0      |     0      |     2      |
|       morgan       |     0      |     0      |     0      |     1      |     0      |
|      morocco       |     0      |     0      |     1      |     2      |     0      |
|     mortality      |     1      |     0      |     0      |     0      |     0      |
|      mortgage      |     0      |     0      |     1      |     0      |     2      |
|     mortgages      |     0      |     0      |     0      |     0      |     1      |
|       moscow       |     0      |     0      |     0      |     0      |     3      |
|       moses        |     0      |     0      |     0      |     0      |     1      |
|        moss        |     0      |     0      |     0      |     1      |     1      |
|        most        |     0      |     0      |     0      |     0      |     1      |
|       motels       |     0      |     0      |     1      |     0      |     1      |
|       mother       |     1      |     0      |     0      |     0      |     1      |
|     motivated      |     0      |     0      |     1      |     1      |     0      |
|     motorcycle     |     0      |     0      |     0      |     0      |     1      |
|       motors       |     0      |     0      |     0      |     0      |     1      |
|      mountain      |     0      |     0      |     0      |     1      |     0      |
|      mounted       |     0      |     0      |     0      |     0      |     1      |
|      mounting      |     0      |     0      |     0      |     0      |     2      |
|       mounts       |     0      |     0      |     1      |     0      |     2      |
|        move        |     0      |     0      |     0      |     0      |     1      |
|       moved        |     0      |     0      |     0      |     0      |     1      |
|      movement      |     0      |     0      |     0      |     0      |     1      |
|     movements      |     0      |     0      |     0      |     0      |     1      |
|       movers       |     0      |     0      |     0      |     0      |     1      |
|       moves        |     0      |     0      |     0      |     0      |     1      |
|       movies       |     0      |     0      |     0      |     0      |     2      |
|       moving       |     0      |     0      |     0      |     0      |     2      |
|     mozambique     |     0      |     0      |     1      |     1      |     0      |
|      mozilla       |     0      |     0      |     1      |     0      |     1      |
|         mp         |     0      |     0      |     0      |     0      |     1      |
|        mpeg        |     0      |     0      |     0      |     0      |     1      |
|       mpegs        |     0      |     0      |     1      |     0      |     0      |
|        mph         |     0      |     0      |     0      |     0      |     1      |
|        mrs         |     0      |     0      |     1      |     0      |     0      |
|         ms         |     0      |     0      |     1      |     0      |     0      |
|       msgid        |     0      |     0      |     0      |     0      |     1      |
|        msn         |     0      |     0      |     0      |     0      |     1      |
|         mt         |     0      |     0      |     0      |     1      |     1      |
|        mtv         |     0      |     0      |     0      |     0      |     1      |
|        much        |     0      |     0      |     0      |     1      |     1      |
|        mug         |     0      |     0      |     0      |     0      |     1      |
|       multi        |     0      |     0      |     0      |     0      |     1      |
|     multimedia     |     0      |     0      |     0      |     0      |     1      |
|      multiple      |     0      |     0      |     0      |     0      |     1      |
|       munich       |     0      |     1      |     0      |     0      |     3      |
|       murder       |     0      |     0      |     0      |     1      |     2      |
|       murphy       |     0      |     0      |     0      |     0      |     1      |
|       muscle       |     0      |     0      |     0      |     0      |     1      |
|       museum       |     0      |     0      |     0      |     0      |     2      |
|      museums       |     0      |     0      |     0      |     0      |     1      |
|     musicians      |     0      |     0      |     0      |     0      |     1      |
|       muslim       |     0      |     0      |     1      |     0      |     0      |
|      muslims       |     0      |     0      |     1      |     0      |     0      |
|        must        |     0      |     0      |     1      |     0      |     0      |
|      mustang       |     0      |     0      |     0      |     0      |     1      |
|        muze        |     0      |     0      |     1      |     0      |     2      |
|         mv         |     0      |     0      |     1      |     0      |     1      |
|         mw         |     0      |     0      |     0      |     0      |     1      |
|         mx         |     0      |     0      |     0      |     0      |     3      |
|         my         |     0      |     0      |     0      |     0      |     1      |
|       myers        |     0      |     0      |     0      |     0      |     1      |
|       myself       |     0      |     0      |     1      |     0      |     1      |
|      myspace       |     0      |     0      |     0      |     1      |     2      |
|        myth        |     0      |     0      |     1      |     0      |     0      |
|         n          |     0      |     0      |     0      |     0      |     2      |
|         na         |     0      |     0      |     0      |     0      |     1      |
|        nail        |     0      |     0      |     0      |     0      |     1      |
|       naked        |     0      |     0      |     0      |     0      |     1      |
|        nam         |     0      |     0      |     0      |     0      |     1      |
|       named        |     0      |     0      |     0      |     0      |     1      |
|       namely       |     0      |     0      |     0      |     1      |     0      |
|        nano        |     0      |     0      |     0      |     1      |     1      |
|       naples       |     0      |     0      |     0      |     0      |     1      |
|     narrative      |     0      |     0      |     0      |     0      |     1      |
|       narrow       |     0      |     0      |     0      |     0      |     1      |
|        nasa        |     0      |     0      |     0      |     0      |     1      |
|     nashville      |     0      |     0      |     0      |     0      |     1      |
|       nathan       |     0      |     0      |     0      |     0      |     1      |
|       nation       |     0      |     0      |     0      |     0      |     1      |
|     nationally     |     0      |     0      |     1      |     0      |     2      |
|       native       |     0      |     0      |     0      |     1      |     1      |
|     naturally      |     0      |     0      |     0      |     0      |     1      |
|      naturals      |     0      |     1      |     0      |     0      |     0      |
|       nature       |     0      |     0      |     0      |     0      |     1      |
|       naval        |     0      |     0      |     0      |     0      |     2      |
|      navigate      |     0      |     0      |     0      |     0      |     2      |
|     navigator      |     0      |     0      |     0      |     0      |     2      |
|        navy        |     0      |     0      |     0      |     2      |     2      |
|         nb         |     0      |     0      |     0      |     0      |     4      |
|        nba         |     1      |     0      |     0      |     0      |     0      |
|         nc         |     0      |     0      |     0      |     1      |     0      |
|        ncaa        |     0      |     0      |     0      |     0      |     1      |
|         ne         |     0      |     0      |     0      |     0      |     1      |
|        near        |     0      |     0      |     0      |     0      |     1      |
|       nearby       |     0      |     0      |     0      |     0      |     2      |
|      nearest       |     0      |     0      |     0      |     0      |     1      |
|       nearly       |     0      |     0      |     0      |     1      |     2      |
|        neck        |     0      |     0      |     0      |     0      |     1      |
|        need        |     0      |     0      |     0      |     0      |     1      |
|      negative      |     0      |     0      |     0      |     0      |     1      |
|    negotiation     |     0      |     0      |     0      |     0      |     2      |
|    negotiations    |     0      |     0      |     0      |     1      |     1      |
|      neighbor      |     0      |     0      |     0      |     0      |     1      |
|    neighborhood    |     0      |     0      |     0      |     0      |     1      |
|     neighbors      |     0      |     0      |     1      |     0      |     1      |
|      neither       |     0      |     0      |     0      |     0      |     1      |
|        neo         |     0      |     0      |     0      |     0      |     1      |
|       nepal        |     0      |     0      |     0      |     0      |     1      |
|       nerve        |     0      |     0      |     0      |     0      |     1      |
|        nest        |     0      |     0      |     0      |     0      |     1      |
|        net         |     0      |     0      |     0      |     0      |     1      |
|    netherlands     |     0      |     0      |     0      |     0      |     3      |
|      network       |     0      |     0      |     0      |     0      |     2      |
|     networking     |     0      |     0      |     0      |     1      |     1      |
|      networks      |     0      |     1      |     0      |     0      |     1      |
|    nevertheless    |     0      |     0      |     0      |     0      |     1      |
|       newark       |     0      |     0      |     0      |     0      |     1      |
|       newbie       |     0      |     0      |     0      |     0      |     2      |
|       newer        |     1      |     0      |     0      |     0      |     2      |
|       newest       |     0      |     0      |     0      |     0      |     1      |
|    newfoundland    |     0      |     0      |     1      |     0      |     3      |
|       newly        |     0      |     1      |     0      |     0      |     0      |
|      newport       |     0      |     0      |     0      |     0      |     1      |
|        news        |     0      |     0      |     0      |     0      |     1      |
|      newscom       |     0      |     0      |     0      |     0      |     2      |
|     newsletter     |     0      |     0      |     0      |     1      |     0      |
|    newsletters     |     0      |     0      |     0      |     1      |     0      |
|     newspaper      |     0      |     0      |     0      |     1      |     0      |
|     newspapers     |     0      |     0      |     0      |     0      |     2      |
|        next        |     0      |     0      |     0      |     0      |     1      |
|       nextel       |     0      |     0      |     0      |     0      |     1      |
|        nfl         |     0      |     0      |     0      |     0      |     1      |
|         nh         |     0      |     0      |     0      |     0      |     1      |
|        nhs         |     0      |     0      |     0      |     0      |     1      |
|         ni         |     0      |     0      |     0      |     0      |     2      |
|      niagara       |     0      |     0      |     0      |     0      |     2      |
|     nicaragua      |     0      |     0      |     0      |     0      |     1      |
|        nice        |     0      |     0      |     0      |     1      |     2      |
|      nicholas      |     0      |     0      |     1      |     0      |     2      |
|       nickel       |     0      |     0      |     0      |     0      |     3      |
|      nickname      |     0      |     0      |     0      |     0      |     1      |
|       nicole       |     0      |     0      |     0      |     0      |     1      |
|      nigeria       |     0      |     0      |     0      |     0      |     1      |
|       night        |     0      |     1      |     0      |     0      |     3      |
|     nightlife      |     0      |     0      |     0      |     0      |     1      |
|     nightmare      |     1      |     0      |     0      |     1      |     2      |
|       nights       |     0      |     0      |     1      |     0      |     1      |
|       nikon        |     0      |     0      |     0      |     1      |     1      |
|       nipple       |     0      |     0      |     0      |     0      |     1      |
|      nipples       |     0      |     0      |     1      |     0      |     0      |
|      nirvana       |     0      |     0      |     0      |     0      |     1      |
|         nj         |     0      |     0      |     0      |     0      |     2      |
|         nn         |     0      |     0      |     0      |     0      |     1      |
|         no         |     0      |     0      |     0      |     0      |     1      |
|       noble        |     0      |     0      |     0      |     0      |     1      |
|        node        |     0      |     0      |     0      |     0      |     1      |
|       nodes        |     0      |     0      |     0      |     0      |     1      |
|       noise        |     0      |     0      |     0      |     1      |     1      |
|       nokia        |     0      |     0      |     0      |     1      |     3      |
|     nomination     |     0      |     0      |     0      |     0      |     1      |
|        none        |     0      |     0      |     0      |     1      |     0      |
|     nonprofit      |     0      |     0      |     1      |     0      |     0      |
|        nor         |     1      |     0      |     0      |     0      |     1      |
|      norfolk       |     0      |     0      |     0      |     0      |     1      |
|        norm        |     0      |     1      |     0      |     0      |     1      |
|       normal       |     0      |     0      |     0      |     0      |     1      |
|      normally      |     0      |     0      |     1      |     0      |     1      |
|       norman       |     0      |     0      |     0      |     0      |     1      |
|        nose        |     0      |     0      |     0      |     0      |     1      |
|        not         |     0      |     0      |     0      |     0      |     2      |
|     notebooks      |     0      |     0      |     0      |     0      |     1      |
|       notes        |     0      |     0      |     0      |     0      |     2      |
|       notice       |     0      |     0      |     3      |     0      |     0      |
|    notification    |     0      |     0      |     0      |     1      |     0      |
|   notifications    |     0      |     0      |     0      |     0      |     1      |
|      notified      |     0      |     0      |     0      |     0      |     1      |
|     nottingham     |     0      |     0      |     0      |     0      |     1      |
|        nov         |     0      |     0      |     0      |     0      |     1      |
|        nova        |     0      |     0      |     1      |     0      |     0      |
|       novels       |     0      |     0      |     0      |     0      |     1      |
|      november      |     0      |     0      |     0      |     0      |     2      |
|        now         |     0      |     0      |     0      |     0      |     1      |
|         np         |     0      |     0      |     0      |     1      |     1      |
|         nr         |     0      |     0      |     0      |     0      |     1      |
|        nsw         |     0      |     0      |     0      |     0      |     1      |
|         nt         |     0      |     0      |     0      |     0      |     3      |
|         nu         |     0      |     0      |     0      |     1      |     0      |
|      nuclear       |     0      |     0      |     0      |     0      |     2      |
|        nude        |     0      |     0      |     0      |     0      |     1      |
|       nudity       |     0      |     0      |     0      |     0      |     1      |
|      numeric       |     0      |     0      |     0      |     0      |     2      |
|       nurse        |     0      |     0      |     0      |     0      |     1      |
|       nurses       |     0      |     0      |     0      |     0      |     2      |
|      nursing       |     0      |     0      |     0      |     0      |     2      |
|     nutrition      |     0      |     0      |     0      |     0      |     1      |
|       nutten       |     0      |     0      |     0      |     0      |     1      |
|       nvidia       |     0      |     0      |     0      |     2      |     0      |
|         ny         |     0      |     0      |     0      |     0      |     1      |
|        nyc         |     0      |     0      |     0      |     1      |     0      |
|         nz         |     0      |     0      |     0      |     1      |     0      |
|         o          |     0      |     0      |     0      |     0      |     1      |
|        oak         |     0      |     0      |     0      |     0      |     1      |
|      oakland       |     1      |     0      |     0      |     0      |     0      |
|       oasis        |     0      |     0      |     0      |     0      |     1      |
|      obesity       |     0      |     0      |     0      |     0      |     1      |
|     obituaries     |     0      |     0      |     0      |     1      |     0      |
|        obj         |     0      |     0      |     0      |     0      |     1      |
|     objective      |     0      |     0      |     0      |     0      |     2      |
|     objectives     |     0      |     0      |     0      |     0      |     1      |
|      objects       |     0      |     1      |     0      |     0      |     1      |
|    obligations     |     0      |     0      |     0      |     0      |     2      |
|      observe       |     0      |     0      |     0      |     1      |     0      |
|      observed      |     0      |     0      |     0      |     1      |     0      |
|      observer      |     0      |     0      |     0      |     0      |     1      |
|       obtain       |     0      |     0      |     0      |     0      |     1      |
|     obviously      |     0      |     0      |     0      |     0      |     1      |
|         oc         |     0      |     0      |     0      |     0      |     1      |
|      occasion      |     0      |     0      |     0      |     0      |     2      |
|     occasional     |     0      |     0      |     0      |     0      |     1      |
|     occasions      |     0      |     0      |     0      |     0      |     1      |
|     occupation     |     0      |     0      |     0      |     0      |     1      |
|    occupations     |     0      |     0      |     0      |     0      |     3      |
|      occupied      |     0      |     0      |     0      |     0      |     1      |
|       occur        |     0      |     0      |     0      |     1      |     0      |
|      occurred      |     0      |     0      |     0      |     0      |     1      |
|     occurrence     |     0      |     0      |     0      |     0      |     2      |
|       occurs       |     0      |     0      |     0      |     0      |     1      |
|       ocean        |     0      |     0      |     0      |     1      |     0      |
|        oclc        |     0      |     0      |     0      |     0      |     2      |
|        oct         |     0      |     0      |     0      |     0      |     2      |
|        odd         |     0      |     1      |     0      |     0      |     0      |
|         oe         |     0      |     0      |     0      |     0      |     1      |
|        oecd        |     0      |     0      |     0      |     1      |     0      |
|         of         |     0      |     0      |     0      |     1      |     0      |
|        off         |     0      |     0      |     0      |     0      |     1      |
|      offense       |     0      |     0      |     0      |     0      |     1      |
|     offensive      |     0      |     0      |     0      |     1      |     1      |
|       offer        |     0      |     0      |     0      |     1      |     0      |
|      offering      |     0      |     0      |     0      |     0      |     1      |
|     offerings      |     0      |     0      |     0      |     0      |     1      |
|      officer       |     0      |     0      |     0      |     0      |     1      |
|      officers      |     0      |     0      |     0      |     0      |     3      |
|     officially     |     0      |     0      |     0      |     0      |     1      |
|       offset       |     0      |     0      |     0      |     0      |     2      |
|      offshore      |     0      |     0      |     0      |     0      |     1      |
|       often        |     0      |     0      |     0      |     1      |     0      |
|        oil         |     0      |     0      |     0      |     0      |     2      |
|      oklahoma      |     0      |     0      |     0      |     1      |     1      |
|         ol         |     0      |     0      |     0      |     0      |     2      |
|        old         |     0      |     0      |     1      |     0      |     1      |
|       older        |     0      |     0      |     0      |     0      |     1      |
|       olive        |     0      |     0      |     0      |     0      |     2      |
|       oliver       |     0      |     0      |     0      |     0      |     1      |
|      olympic       |     0      |     1      |     0      |     0      |     1      |
|      olympus       |     0      |     0      |     0      |     0      |     1      |
|       omaha        |     0      |     0      |     0      |     0      |     1      |
|        oman        |     0      |     0      |     0      |     1      |     0      |
|       omega        |     0      |     0      |     0      |     1      |     0      |
|     omissions      |     0      |     0      |     0      |     0      |     1      |
|         on         |     0      |     0      |     0      |     0      |     1      |
|        once        |     0      |     0      |     0      |     1      |     0      |
|      ongoing       |     0      |     0      |     0      |     0      |     1      |
|       onion        |     0      |     0      |     0      |     2      |     0      |
|       online       |     0      |     0      |     0      |     0      |     1      |
|        only        |     0      |     0      |     0      |     0      |     1      |
|        ons         |     0      |     0      |     0      |     0      |     1      |
|      ontario       |     0      |     0      |     0      |     0      |     1      |
|        ooo         |     0      |     0      |     0      |     0      |     1      |
|        oops        |     0      |     0      |     0      |     0      |     1      |
|         op         |     0      |     0      |     0      |     0      |     1      |
|        open        |     0      |     0      |     0      |     0      |     1      |
|       opened       |     0      |     0      |     0      |     1      |     0      |
|      opening       |     0      |     0      |     0      |     0      |     1      |
|      openings      |     0      |     0      |     0      |     1      |     1      |
|       opens        |     0      |     1      |     0      |     0      |     4      |
|       opera        |     0      |     0      |     0      |     1      |     0      |
|      operate       |     0      |     0      |     0      |     0      |     1      |
|      operated      |     0      |     0      |     0      |     0      |     1      |
|      operates      |     0      |     0      |     0      |     1      |     2      |
|     operating      |     0      |     0      |     0      |     0      |     2      |
|     operation      |     0      |     0      |     0      |     1      |     1      |
|      operator      |     0      |     0      |     0      |     0      |     1      |
|      opinions      |     0      |     0      |     0      |     0      |     1      |
|      opponent      |     0      |     0      |     0      |     0      |     1      |
|     opponents      |     0      |     0      |     0      |     1      |     0      |
|   opportunities    |     0      |     0      |     0      |     0      |     1      |
|    opportunity     |     0      |     0      |     1      |     0      |     0      |
|      opposed       |     0      |     0      |     0      |     0      |     1      |
|      opposite      |     0      |     0      |     0      |     0      |     2      |
|     opposition     |     0      |     0      |     0      |     0      |     1      |
|        opt         |     0      |     0      |     0      |     0      |     2      |
|       optics       |     0      |     0      |     0      |     0      |     2      |
|      optimum       |     0      |     0      |     0      |     0      |     1      |
|      optional      |     0      |     0      |     0      |     0      |     1      |
|         or         |     0      |     0      |     0      |     1      |     1      |
|       oracle       |     0      |     0      |     0      |     0      |     1      |
|        oral        |     0      |     0      |     0      |     0      |     2      |
|       orbit        |     0      |     0      |     0      |     0      |     2      |
|       order        |     0      |     0      |     1      |     0      |     2      |
|      ordered       |     0      |     0      |     0      |     0      |     2      |
|      ordering      |     0      |     0      |     0      |     0      |     1      |
|     ordinance      |     0      |     0      |     0      |     0      |     1      |
|      ordinary      |     0      |     0      |     0      |     0      |     2      |
|        org         |     0      |     0      |     1      |     0      |     0      |
|       organ        |     0      |     0      |     0      |     1      |     0      |
|      organic       |     0      |     0      |     0      |     0      |     2      |
|     organised      |     0      |     0      |     0      |     1      |     0      |
|     organisms      |     0      |     0      |     1      |     0      |     0      |
|   organizations    |     0      |     0      |     0      |     0      |     3      |
|      organize      |     0      |     0      |     0      |     0      |     1      |
|     organized      |     0      |     0      |     0      |     0      |     1      |
|     organizer      |     0      |     0      |     0      |     0      |     1      |
|       orgasm       |     0      |     0      |     0      |     0      |     1      |
|      oriental      |     0      |     0      |     0      |     0      |     1      |
|    orientation     |     0      |     0      |     0      |     0      |     2      |
|      oriented      |     0      |     0      |     0      |     0      |     1      |
|      original      |     0      |     0      |     0      |     0      |     3      |
|       other        |     0      |     0      |     0      |     0      |     2      |
|       others       |     0      |     0      |     1      |     0      |     0      |
|     otherwise      |     0      |     0      |     1      |     0      |     1      |
|       ottawa       |     0      |     0      |     0      |     0      |     1      |
|         ou         |     0      |     1      |     0      |     0      |     1      |
|       ought        |     0      |     0      |     0      |     0      |     2      |
|        ours        |     0      |     0      |     0      |     0      |     2      |
|     ourselves      |     0      |     0      |     0      |     1      |     1      |
|        out         |     0      |     1      |     0      |     0      |     0      |
|      outcome       |     0      |     0      |     0      |     0      |     1      |
|      outcomes      |     0      |     0      |     0      |     0      |     1      |
|      outdoor       |     0      |     0      |     0      |     0      |     1      |
|       outer        |     0      |     0      |     0      |     0      |     2      |
|       outlet       |     0      |     0      |     0      |     0      |     1      |
|      outline       |     0      |     0      |     0      |     0      |     2      |
|      outlook       |     0      |     1      |     0      |     0      |     0      |
|       output       |     0      |     0      |     0      |     1      |     1      |
|      outputs       |     0      |     0      |     0      |     0      |     1      |
|      outreach      |     0      |     0      |     0      |     1      |     1      |
|    outsourcing     |     0      |     0      |     0      |     0      |     2      |
