+------------+---------+----------------------------+-------------+---------------------+
|  Archivo   | Decimal |          Binario           | Hexadecimal | Tiempo Transcurrido |
| P2/TC2.txt | 3364648 |  0b1100110101011100101000  |  0x335728   |      0.0140 s       |
| P2/TC2.txt | 3539979 |  0b1101100000010000001011  |  0x36040b   |      0.0140 s       |
| P2/TC2.txt | 3003857 |  0b1011011101010111010001  |  0x2dd5d1   |      0.0140 s       |
| P2/TC2.txt | 4481634 | 0b10001000110001001100010  |  0x446262   |      0.0140 s       |
| P2/TC2.txt | 9035781 | 0b100010011110000000000101 |  0x89e005   |      0.0140 s       |
| P2/TC2.txt | 3767021 |  0b1110010111101011101101  |  0x397aed   |      0.0140 s       |
| P2/TC2.txt | 4993901 | 0b10011000011001101101101  |  0x4c336d   |      0.0140 s       |
| P2/TC2.txt | 8698377 | 0b100001001011101000001001 |  0x84ba09   |      0.0140 s       |
| P2/TC2.txt | 4626501 | 0b10001101001100001000101  |  0x469845   |      0.0140 s       |
| P2/TC2.txt | 1755352 |  0b110101100100011011000   |  0x1ac8d8   |      0.0140 s       |
| P2/TC2.txt | 2755340 |  0b1010100000101100001100  |  0x2a0b0c   |      0.0140 s       |
| P2/TC2.txt | 5150616 | 0b10011101001011110011000  |  0x4e9798   |      0.0140 s       |
| P2/TC2.txt | 9345169 | 0b100011101001100010010001 |  0x8e9891   |      0.0140 s       |
| P2/TC2.txt | 848948  |   0b11001111010000110100   |   0xcf434   |      0.0140 s       |
| P2/TC2.txt | 2708748 |  0b1010010101010100001100  |  0x29550c   |      0.0140 s       |
| P2/TC2.txt | 8372451 | 0b11111111100000011100011  |  0x7fc0e3   |      0.0140 s       |
| P2/TC2.txt | 3523015 |  0b1101011100000111000111  |  0x35c1c7   |      0.0140 s       |
| P2/TC2.txt | 2624283 |  0b1010000000101100011011  |  0x280b1b   |      0.0140 s       |
| P2/TC2.txt | 8795348 | 0b100001100011010011010100 |  0x8634d4   |      0.0140 s       |
| P2/TC2.txt | 2318100 |  0b1000110101111100010100  |  0x235f14   |      0.0140 s       |
| P2/TC2.txt | 4750861 | 0b10010000111111000001101  |  0x487e0d   |      0.0140 s       |
| P2/TC2.txt | 3770597 |  0b1110011000100011100101  |  0x3988e5   |      0.0140 s       |
| P2/TC2.txt | 1053352 |  0b100000001001010101000   |  0x1012a8   |      0.0140 s       |
| P2/TC2.txt | 833307  |   0b11001011011100011011   |   0xcb71b   |      0.0140 s       |
| P2/TC2.txt | 4632526 | 0b10001101010111111001110  |  0x46afce   |      0.0140 s       |
| P2/TC2.txt | 2212917 |  0b1000011100010000110101  |  0x21c435   |      0.0140 s       |
| P2/TC2.txt | 5053189 | 0b10011010001101100000101  |  0x4d1b05   |      0.0140 s       |
| P2/TC2.txt | 412218  |   0b1100100101000111010    |   0x64a3a   |      0.0140 s       |
| P2/TC2.txt | 4901564 | 0b10010101100101010111100  |  0x4acabc   |      0.0140 s       |
| P2/TC2.txt | 5094606 | 0b10011011011110011001110  |  0x4dbcce   |      0.0140 s       |
| P2/TC2.txt | 8070285 | 0b11110110010010010001101  |  0x7b248d   |      0.0140 s       |
| P2/TC2.txt | 6847905 | 0b11010000111110110100001  |  0x687da1   |      0.0140 s       |
| P2/TC2.txt | 4311824 | 0b10000011100101100010000  |  0x41cb10   |      0.0140 s       |
| P2/TC2.txt | 3009421 |  0b1011011110101110001101  |  0x2deb8d   |      0.0140 s       |
| P2/TC2.txt | 1629105 |  0b110001101101110110001   |  0x18dbb1   |      0.0140 s       |
| P2/TC2.txt | 8431899 | 0b100000001010100100011011 |  0x80a91b   |      0.0140 s       |
| P2/TC2.txt | 7582456 | 0b11100111011001011111000  |  0x73b2f8   |      0.0140 s       |
| P2/TC2.txt | 7332147 | 0b11011111110000100110011  |  0x6fe133   |      0.0140 s       |
| P2/TC2.txt | 314183  |   0b1001100101101000111    |   0x4cb47   |      0.0140 s       |
| P2/TC2.txt | 7632568 | 0b11101000111011010111000  |  0x7476b8   |      0.0140 s       |
| P2/TC2.txt | 8161327 | 0b11111001000100000101111  |  0x7c882f   |      0.0140 s       |
| P2/TC2.txt | 6961087 | 0b11010100011011110111111  |  0x6a37bf   |      0.0140 s       |
| P2/TC2.txt | 6898282 | 0b11010010100001001101010  |  0x69426a   |      0.0140 s       |
| P2/TC2.txt | 9749303 | 0b100101001100001100110111 |  0x94c337   |      0.0140 s       |
| P2/TC2.txt | 4427419 | 0b10000111000111010011011  |  0x438e9b   |      0.0140 s       |
| P2/TC2.txt | 4368829 | 0b10000101010100110111101  |  0x42a9bd   |      0.0140 s       |
| P2/TC2.txt | 6439318 | 0b11000100100000110010110  |  0x624196   |      0.0140 s       |
| P2/TC2.txt | 6473603 | 0b11000101100011110000011  |  0x62c783   |      0.0140 s       |
| P2/TC2.txt | 6446249 | 0b11000100101110010101001  |  0x625ca9   |      0.0140 s       |
| P2/TC2.txt | 9818836 | 0b100101011101001011010100 |  0x95d2d4   |      0.0140 s       |
| P2/TC2.txt | 9438069 | 0b100100000000001101110101 |  0x900375   |      0.0140 s       |
| P2/TC2.txt | 2809499 |  0b1010101101111010011011  |  0x2ade9b   |      0.0140 s       |
| P2/TC2.txt | 3460304 |  0b1101001100110011010000  |  0x34ccd0   |      0.0140 s       |
| P2/TC2.txt | 8430904 | 0b100000001010010100111000 |  0x80a538   |      0.0140 s       |
| P2/TC2.txt | 9774785 | 0b100101010010011011000001 |  0x9526c1   |      0.0140 s       |
| P2/TC2.txt | 9560603 | 0b100100011110001000011011 |  0x91e21b   |      0.0140 s       |
| P2/TC2.txt | 3440732 |  0b1101001000000001011100  |  0x34805c   |      0.0140 s       |
| P2/TC2.txt | 7053263 | 0b11010111001111111001111  |  0x6b9fcf   |      0.0140 s       |
| P2/TC2.txt | 287398  |   0b1000110001010100110    |   0x462a6   |      0.0140 s       |
| P2/TC2.txt | 4043644 |  0b1111011011001101111100  |  0x3db37c   |      0.0140 s       |
| P2/TC2.txt | 2943820 |  0b1011001110101101001100  |  0x2ceb4c   |      0.0140 s       |
| P2/TC2.txt | 9030962 | 0b100010011100110100110010 |  0x89cd32   |      0.0140 s       |
| P2/TC2.txt | 7537540 | 0b11100110000001110000100  |  0x730384   |      0.0140 s       |
| P2/TC2.txt | 7203657 | 0b11011011110101101001001  |  0x6deb49   |      0.0140 s       |
| P2/TC2.txt | 5639400 | 0b10101100000110011101000  |  0x560ce8   |      0.0140 s       |
| P2/TC2.txt | 9448142 | 0b100100000010101011001110 |  0x902ace   |      0.0140 s       |
| P2/TC2.txt | 9954392 | 0b100101111110010001011000 |  0x97e458   |      0.0140 s       |
| P2/TC2.txt | 2856859 |  0b1010111001011110011011  |  0x2b979b   |      0.0140 s       |
| P2/TC2.txt | 1332118 |  0b101000101001110010110   |  0x145396   |      0.0140 s       |
| P2/TC2.txt | 6984725 | 0b11010101001010000010101  |  0x6a9415   |      0.0140 s       |
| P2/TC2.txt | 1925762 |  0b111010110001010000010   |  0x1d6282   |      0.0140 s       |
| P2/TC2.txt | 2138171 |  0b1000001010000000111011  |  0x20a03b   |      0.0140 s       |
| P2/TC2.txt | 347447  |   0b1010100110100110111    |   0x54d37   |      0.0140 s       |
| P2/TC2.txt | 8839390 | 0b100001101110000011011110 |  0x86e0de   |      0.0140 s       |
| P2/TC2.txt | 3951652 |  0b1111000100110000100100  |  0x3c4c24   |      0.0140 s       |
| P2/TC2.txt | 3755102 |  0b1110010100110001011110  |  0x394c5e   |      0.0140 s       |
| P2/TC2.txt | 6867687 | 0b11010001100101011100111  |  0x68cae7   |      0.0140 s       |
| P2/TC2.txt | 4383175 | 0b10000101110000111000111  |  0x42e1c7   |      0.0140 s       |
| P2/TC2.txt | 7125508 | 0b11011001011101000000100  |  0x6cba04   |      0.0140 s       |
| P2/TC2.txt | 7799732 | 0b11101110000001110110100  |  0x7703b4   |      0.0140 s       |
| P2/TC2.txt | 8784156 | 0b100001100000100100011100 |  0x86091c   |      0.0140 s       |
| P2/TC2.txt | 1372809 |  0b101001111001010001001   |  0x14f289   |      0.0140 s       |
| P2/TC2.txt | 1327984 |  0b101000100001101110000   |  0x144370   |      0.0140 s       |
| P2/TC2.txt | 9205087 | 0b100011000111010101011111 |  0x8c755f   |      0.0140 s       |
| P2/TC2.txt | 6524241 | 0b11000111000110101010001  |  0x638d51   |      0.0140 s       |
| P2/TC2.txt | 9316072 | 0b100011100010011011101000 |  0x8e26e8   |      0.0140 s       |
| P2/TC2.txt | 127744  |    0b11111001100000000     |   0x1f300   |      0.0140 s       |
| P2/TC2.txt | 8388820 | 0b100000000000000011010100 |  0x8000d4   |      0.0140 s       |
| P2/TC2.txt | 6883557 | 0b11010010000100011100101  |  0x6908e5   |      0.0140 s       |
| P2/TC2.txt | 2291239 |  0b1000101111011000100111  |  0x22f627   |      0.0140 s       |
| P2/TC2.txt | 3101270 |  0b1011110101001001010110  |  0x2f5256   |      0.0140 s       |
| P2/TC2.txt | 1382825 |  0b101010001100110101001   |  0x1519a9   |      0.0140 s       |
| P2/TC2.txt | 9873376 | 0b100101101010011111100000 |  0x96a7e0   |      0.0140 s       |
| P2/TC2.txt | 6873500 | 0b11010001110000110011100  |  0x68e19c   |      0.0140 s       |
| P2/TC2.txt | 8185634 | 0b11111001110011100100010  |  0x7ce722   |      0.0140 s       |
| P2/TC2.txt | 2464786 |  0b1001011001110000010010  |  0x259c12   |      0.0140 s       |
| P2/TC2.txt | 8387154 | 0b11111111111101001010010  |  0x7ffa52   |      0.0140 s       |
| P2/TC2.txt | 5581444 | 0b10101010010101010000100  |  0x552a84   |      0.0140 s       |
| P2/TC2.txt | 8097911 | 0b11110111001000001110111  |  0x7b9077   |      0.0140 s       |
| P2/TC2.txt | 8882527 | 0b100001111000100101011111 |  0x87895f   |      0.0140 s       |
| P2/TC2.txt | 8941444 | 0b100010000110111110000100 |  0x886f84   |      0.0140 s       |
| P2/TC2.txt | 4942703 | 0b10010110110101101101111  |  0x4b6b6f   |      0.0140 s       |
| P2/TC2.txt | 101144  |    0b11000101100011000     |   0x18b18   |      0.0140 s       |
| P2/TC2.txt | 7471180 | 0b11100100000000001001100  |  0x72004c   |      0.0140 s       |
| P2/TC2.txt | 1932131 |  0b111010111101101100011   |  0x1d7b63   |      0.0140 s       |
| P2/TC2.txt | 8052752 | 0b11110101110000000010000  |  0x7ae010   |      0.0140 s       |
| P2/TC2.txt | 6359493 | 0b11000010000100111000101  |  0x6109c5   |      0.0140 s       |
| P2/TC2.txt | 1967646 |  0b111100000011000011110   |  0x1e061e   |      0.0140 s       |
| P2/TC2.txt | 6575052 | 0b11001000101001111001100  |  0x6453cc   |      0.0140 s       |
| P2/TC2.txt | 2323342 |  0b1000110111001110001110  |  0x23738e   |      0.0140 s       |
| P2/TC2.txt | 6735760 | 0b11001101100011110010000  |  0x66c790   |      0.0140 s       |
| P2/TC2.txt | 8895858 | 0b100001111011110101110010 |  0x87bd72   |      0.0140 s       |
| P2/TC2.txt | 4238091 | 0b10000001010101100001011  |  0x40ab0b   |      0.0140 s       |
| P2/TC2.txt | 7093069 | 0b11011000011101101001101  |  0x6c3b4d   |      0.0140 s       |
| P2/TC2.txt |   39    |          0b100111          |    0x27     |      0.0140 s       |
| P2/TC3.txt |   -39   |         -0b100111          |    -0x27    |      0.0061 s       |
| P2/TC3.txt |   -36   |         -0b100100          |    -0x24    |      0.0061 s       |
| P2/TC3.txt |    8    |           0b1000           |     0x8     |      0.0061 s       |
| P2/TC3.txt |   34    |          0b100010          |    0x22     |      0.0061 s       |
| P2/TC3.txt |   17    |          0b10001           |    0x11     |      0.0061 s       |
| P2/TC3.txt |   49    |          0b110001          |    0x31     |      0.0061 s       |
| P2/TC3.txt |    5    |           0b101            |     0x5     |      0.0061 s       |
| P2/TC3.txt |   39    |          0b100111          |    0x27     |      0.0061 s       |
| P2/TC3.txt |    0    |            0b0             |     0x0     |      0.0061 s       |
| P2/TC3.txt |   33    |          0b100001          |    0x21     |      0.0061 s       |
| P2/TC3.txt |   12    |           0b1100           |     0xc     |      0.0061 s       |
| P2/TC3.txt |   -6    |           -0b110           |    -0x6     |      0.0061 s       |
| P2/TC3.txt |   27    |          0b11011           |    0x1b     |      0.0061 s       |
| P2/TC3.txt |   -4    |           -0b100           |    -0x4     |      0.0061 s       |
| P2/TC3.txt |   -38   |         -0b100110          |    -0x26    |      0.0061 s       |
| P2/TC3.txt |   26    |          0b11010           |    0x1a     |      0.0061 s       |
| P2/TC3.txt |   49    |          0b110001          |    0x31     |      0.0061 s       |
| P2/TC3.txt |   29    |          0b11101           |    0x1d     |      0.0061 s       |
| P2/TC3.txt |   42    |          0b101010          |    0x2a     |      0.0061 s       |
| P2/TC3.txt |   -16   |          -0b10000          |    -0x10    |      0.0061 s       |
| P2/TC3.txt |   -28   |          -0b11100          |    -0x1c    |      0.0061 s       |
| P2/TC3.txt |   34    |          0b100010          |    0x22     |      0.0061 s       |
| P2/TC3.txt |   20    |          0b10100           |    0x14     |      0.0061 s       |
| P2/TC3.txt |    0    |            0b0             |     0x0     |      0.0061 s       |
| P2/TC3.txt |   25    |          0b11001           |    0x19     |      0.0061 s       |
| P2/TC3.txt |   45    |          0b101101          |    0x2d     |      0.0061 s       |
| P2/TC3.txt |    3    |            0b11            |     0x3     |      0.0061 s       |
| P2/TC3.txt |   -46   |         -0b101110          |    -0x2e    |      0.0061 s       |
| P2/TC3.txt |   -46   |         -0b101110          |    -0x2e    |      0.0061 s       |
| P2/TC3.txt |   29    |          0b11101           |    0x1d     |      0.0061 s       |
| P2/TC3.txt |   33    |          0b100001          |    0x21     |      0.0061 s       |
| P2/TC3.txt |   29    |          0b11101           |    0x1d     |      0.0061 s       |
| P2/TC3.txt |   26    |          0b11010           |    0x1a     |      0.0061 s       |
| P2/TC3.txt |   -5    |           -0b101           |    -0x5     |      0.0061 s       |
| P2/TC3.txt |   -36   |         -0b100100          |    -0x24    |      0.0061 s       |
| P2/TC3.txt |   12    |           0b1100           |     0xc     |      0.0061 s       |
| P2/TC3.txt |   45    |          0b101101          |    0x2d     |      0.0061 s       |
| P2/TC3.txt |   -50   |         -0b110010          |    -0x32    |      0.0061 s       |
| P2/TC3.txt |    0    |            0b0             |     0x0     |      0.0061 s       |
| P2/TC3.txt |   -6    |           -0b110           |    -0x6     |      0.0061 s       |
| P2/TC3.txt |   -39   |         -0b100111          |    -0x27    |      0.0061 s       |
| P2/TC3.txt |   35    |          0b100011          |    0x23     |      0.0061 s       |
| P2/TC3.txt |   26    |          0b11010           |    0x1a     |      0.0061 s       |
| P2/TC3.txt |   -35   |         -0b100011          |    -0x23    |      0.0061 s       |
| P2/TC3.txt |   -42   |         -0b101010          |    -0x2a    |      0.0061 s       |
| P2/TC3.txt |   14    |           0b1110           |     0xe     |      0.0061 s       |
| P2/TC3.txt |   -3    |           -0b11            |    -0x3     |      0.0061 s       |
| P2/TC3.txt |   22    |          0b10110           |    0x16     |      0.0061 s       |
| P2/TC3.txt |   -47   |         -0b101111          |    -0x2f    |      0.0061 s       |
| P2/TC3.txt |   12    |           0b1100           |     0xc     |      0.0061 s       |
| P2/TC3.txt |   -17   |          -0b10001          |    -0x11    |      0.0061 s       |
| P2/TC3.txt |   -31   |          -0b11111          |    -0x1f    |      0.0061 s       |
| P2/TC3.txt |   -25   |          -0b11001          |    -0x19    |      0.0061 s       |
| P2/TC3.txt |   -35   |         -0b100011          |    -0x23    |      0.0061 s       |
| P2/TC3.txt |   -18   |          -0b10010          |    -0x12    |      0.0061 s       |
| P2/TC3.txt |   14    |           0b1110           |     0xe     |      0.0061 s       |
| P2/TC3.txt |   37    |          0b100101          |    0x25     |      0.0061 s       |
| P2/TC3.txt |   -8    |          -0b1000           |    -0x8     |      0.0061 s       |
| P2/TC3.txt |   -41   |         -0b101001          |    -0x29    |      0.0061 s       |
| P2/TC3.txt |   -50   |         -0b110010          |    -0x32    |      0.0061 s       |
| P2/TC3.txt |   -9    |          -0b1001           |    -0x9     |      0.0061 s       |
| P2/TC3.txt |    2    |            0b10            |     0x2     |      0.0061 s       |
| P2/TC3.txt |   12    |           0b1100           |     0xc     |      0.0061 s       |
| P2/TC3.txt |   -39   |         -0b100111          |    -0x27    |      0.0061 s       |
| P2/TC3.txt |   -17   |          -0b10001          |    -0x11    |      0.0061 s       |
| P2/TC3.txt |    0    |            0b0             |     0x0     |      0.0061 s       |
| P2/TC3.txt |   27    |          0b11011           |    0x1b     |      0.0061 s       |
| P2/TC3.txt |   28    |          0b11100           |    0x1c     |      0.0061 s       |
| P2/TC3.txt |   45    |          0b101101          |    0x2d     |      0.0061 s       |
| P2/TC3.txt |   -44   |         -0b101100          |    -0x2c    |      0.0061 s       |
| P2/TC3.txt |   28    |          0b11100           |    0x1c     |      0.0061 s       |
| P2/TC3.txt |   35    |          0b100011          |    0x23     |      0.0061 s       |
| P2/TC3.txt |   -33   |         -0b100001          |    -0x21    |      0.0061 s       |
| P2/TC3.txt |   43    |          0b101011          |    0x2b     |      0.0061 s       |
| P2/TC3.txt |   -4    |           -0b100           |    -0x4     |      0.0061 s       |
| P2/TC3.txt |   23    |          0b10111           |    0x17     |      0.0061 s       |
| P2/TC3.txt |   -49   |         -0b110001          |    -0x31    |      0.0061 s       |
| P2/TC3.txt |   49    |          0b110001          |    0x31     |      0.0061 s       |
| P2/TC3.txt |   -7    |           -0b111           |    -0x7     |      0.0061 s       |
| P2/TC3.txt |   -38   |         -0b100110          |    -0x26    |      0.0061 s       |
| P2/TC3.txt |   -45   |         -0b101101          |    -0x2d    |      0.0061 s       |
| P2/TC3.txt |    5    |           0b101            |     0x5     |      0.0061 s       |
| P2/TC3.txt |   -21   |          -0b10101          |    -0x15    |      0.0061 s       |
| P2/TC3.txt |   26    |          0b11010           |    0x1a     |      0.0061 s       |
| P2/TC3.txt |   -2    |           -0b10            |    -0x2     |      0.0061 s       |
| P2/TC3.txt |   -24   |          -0b11000          |    -0x18    |      0.0061 s       |
| P2/TC3.txt |    6    |           0b110            |     0x6     |      0.0061 s       |
| P2/TC3.txt |   -45   |         -0b101101          |    -0x2d    |      0.0061 s       |
| P2/TC3.txt |   -4    |           -0b100           |    -0x4     |      0.0061 s       |
| P2/TC3.txt |   15    |           0b1111           |     0xf     |      0.0061 s       |
| P2/TC3.txt |    0    |            0b0             |     0x0     |      0.0061 s       |
| P2/TC3.txt |   -17   |          -0b10001          |    -0x11    |      0.0061 s       |
| P2/TC3.txt |   -35   |         -0b100011          |    -0x23    |      0.0061 s       |
| P2/TC3.txt |   43    |          0b101011          |    0x2b     |      0.0061 s       |
| P2/TC3.txt |   45    |          0b101101          |    0x2d     |      0.0061 s       |
| P2/TC3.txt |   -35   |         -0b100011          |    -0x23    |      0.0061 s       |
| P2/TC3.txt |   -8    |          -0b1000           |    -0x8     |      0.0061 s       |
| P2/TC3.txt |   28    |          0b11100           |    0x1c     |      0.0061 s       |
| P2/TC3.txt |   47    |          0b101111          |    0x2f     |      0.0061 s       |
| P2/TC3.txt |   34    |          0b100010          |    0x22     |      0.0061 s       |
| P2/TC3.txt |   -24   |          -0b11000          |    -0x18    |      0.0061 s       |
| P2/TC3.txt |   -42   |         -0b101010          |    -0x2a    |      0.0061 s       |
| P2/TC3.txt |   -13   |          -0b1101           |    -0xd     |      0.0061 s       |
| P2/TC3.txt |   14    |           0b1110           |     0xe     |      0.0061 s       |
| P2/TC3.txt |   -45   |         -0b101101          |    -0x2d    |      0.0061 s       |
| P2/TC3.txt |   -35   |         -0b100011          |    -0x23    |      0.0061 s       |
| P2/TC3.txt |   27    |          0b11011           |    0x1b     |      0.0061 s       |
| P2/TC3.txt |   -12   |          -0b1100           |    -0xc     |      0.0061 s       |
| P2/TC3.txt |   -19   |          -0b10011          |    -0x13    |      0.0061 s       |
| P2/TC3.txt |   -20   |          -0b10100          |    -0x14    |      0.0061 s       |
| P2/TC3.txt |   -14   |          -0b1110           |    -0xe     |      0.0061 s       |
| P2/TC3.txt |   20    |          0b10100           |    0x14     |      0.0061 s       |
| P2/TC3.txt |   30    |          0b11110           |    0x1e     |      0.0061 s       |
| P2/TC3.txt |   12    |           0b1100           |     0xc     |      0.0061 s       |
| P2/TC3.txt |   -36   |         -0b100100          |    -0x24    |      0.0061 s       |
| P2/TC3.txt |   -47   |         -0b101111          |    -0x2f    |      0.0061 s       |
| P2/TC3.txt |   -27   |          -0b11011          |    -0x1b    |      0.0061 s       |
| P2/TC3.txt |   -3    |           -0b11            |    -0x3     |      0.0061 s       |
| P2/TC3.txt |    6    |           0b110            |     0x6     |      0.0061 s       |
| P2/TC3.txt |   36    |          0b100100          |    0x24     |      0.0061 s       |
| P2/TC3.txt |    9    |           0b1001           |     0x9     |      0.0061 s       |
| P2/TC3.txt |   -16   |          -0b10000          |    -0x10    |      0.0061 s       |
| P2/TC3.txt |   36    |          0b100100          |    0x24     |      0.0061 s       |
| P2/TC3.txt |   -27   |          -0b11011          |    -0x1b    |      0.0061 s       |
| P2/TC3.txt |    7    |           0b111            |     0x7     |      0.0061 s       |
| P2/TC3.txt |   -6    |           -0b110           |    -0x6     |      0.0061 s       |
| P2/TC3.txt |   -5    |           -0b101           |    -0x5     |      0.0061 s       |
| P2/TC3.txt |    5    |           0b101            |     0x5     |      0.0061 s       |
| P2/TC3.txt |   47    |          0b101111          |    0x2f     |      0.0061 s       |
| P2/TC3.txt |   23    |          0b10111           |    0x17     |      0.0061 s       |
| P2/TC3.txt |   -48   |         -0b110000          |    -0x30    |      0.0061 s       |
| P2/TC3.txt |   -24   |          -0b11000          |    -0x18    |      0.0061 s       |
| P2/TC3.txt |   40    |          0b101000          |    0x28     |      0.0061 s       |
| P2/TC3.txt |   -4    |           -0b100           |    -0x4     |      0.0061 s       |
| P2/TC3.txt |   -18   |          -0b10010          |    -0x12    |      0.0061 s       |
| P2/TC3.txt |   -19   |          -0b10011          |    -0x13    |      0.0061 s       |
| P2/TC3.txt |   14    |           0b1110           |     0xe     |      0.0061 s       |
| P2/TC3.txt |   15    |           0b1111           |     0xf     |      0.0061 s       |
| P2/TC3.txt |    1    |            0b1             |     0x1     |      0.0061 s       |
| P2/TC3.txt |   24    |          0b11000           |    0x18     |      0.0061 s       |
| P2/TC3.txt |   -9    |          -0b1001           |    -0x9     |      0.0061 s       |
| P2/TC3.txt |   -50   |         -0b110010          |    -0x32    |      0.0061 s       |
| P2/TC3.txt |   18    |          0b10010           |    0x12     |      0.0061 s       |
| P2/TC3.txt |   15    |           0b1111           |     0xf     |      0.0061 s       |
| P2/TC3.txt |   30    |          0b11110           |    0x1e     |      0.0061 s       |
| P2/TC3.txt |   44    |          0b101100          |    0x2c     |      0.0061 s       |
| P2/TC3.txt |    9    |           0b1001           |     0x9     |      0.0061 s       |
| P2/TC3.txt |   19    |          0b10011           |    0x13     |      0.0061 s       |
| P2/TC3.txt |   33    |          0b100001          |    0x21     |      0.0061 s       |
| P2/TC3.txt |   41    |          0b101001          |    0x29     |      0.0061 s       |
| P2/TC3.txt |   -24   |          -0b11000          |    -0x18    |      0.0061 s       |
| P2/TC3.txt |   43    |          0b101011          |    0x2b     |      0.0061 s       |
| P2/TC3.txt |   48    |          0b110000          |    0x30     |      0.0061 s       |
| P2/TC3.txt |   -23   |          -0b10111          |    -0x17    |      0.0061 s       |
| P2/TC3.txt |    7    |           0b111            |     0x7     |      0.0061 s       |
| P2/TC3.txt |   28    |          0b11100           |    0x1c     |      0.0061 s       |
| P2/TC3.txt |    8    |           0b1000           |     0x8     |      0.0061 s       |
| P2/TC3.txt |   -2    |           -0b10            |    -0x2     |      0.0061 s       |
| P2/TC3.txt |   37    |          0b100101          |    0x25     |      0.0061 s       |
| P2/TC3.txt |   42    |          0b101010          |    0x2a     |      0.0061 s       |
| P2/TC3.txt |   -17   |          -0b10001          |    -0x11    |      0.0061 s       |
| P2/TC3.txt |   -6    |           -0b110           |    -0x6     |      0.0061 s       |
| P2/TC3.txt |   36    |          0b100100          |    0x24     |      0.0061 s       |
| P2/TC3.txt |   22    |          0b10110           |    0x16     |      0.0061 s       |
| P2/TC3.txt |   27    |          0b11011           |    0x1b     |      0.0061 s       |
| P2/TC3.txt |   31    |          0b11111           |    0x1f     |      0.0061 s       |
| P2/TC3.txt |   -47   |         -0b101111          |    -0x2f    |      0.0061 s       |
| P2/TC3.txt |   -43   |         -0b101011          |    -0x2b    |      0.0061 s       |
| P2/TC3.txt |    0    |            0b0             |     0x0     |      0.0061 s       |
| P2/TC3.txt |   27    |          0b11011           |    0x1b     |      0.0061 s       |
| P2/TC3.txt |   30    |          0b11110           |    0x1e     |      0.0061 s       |
| P2/TC3.txt |   12    |           0b1100           |     0xc     |      0.0061 s       |
| P2/TC3.txt |   -15   |          -0b1111           |    -0xf     |      0.0061 s       |
| P2/TC3.txt |   -19   |          -0b10011          |    -0x13    |      0.0061 s       |
| P2/TC3.txt |   -42   |         -0b101010          |    -0x2a    |      0.0061 s       |
| P2/TC3.txt |   -37   |         -0b100101          |    -0x25    |      0.0061 s       |
| P2/TC3.txt |   31    |          0b11111           |    0x1f     |      0.0061 s       |
| P2/TC3.txt |   -10   |          -0b1010           |    -0xa     |      0.0061 s       |
| P2/TC3.txt |   18    |          0b10010           |    0x12     |      0.0061 s       |
| P2/TC3.txt |   33    |          0b100001          |    0x21     |      0.0061 s       |
| P2/TC3.txt |   -15   |          -0b1111           |    -0xf     |      0.0061 s       |
| P2/TC3.txt |   17    |          0b10001           |    0x11     |      0.0061 s       |
| P2/TC3.txt |   25    |          0b11001           |    0x19     |      0.0061 s       |
| P2/TC3.txt |   -25   |          -0b11001          |    -0x19    |      0.0061 s       |
| P2/TC3.txt |   -5    |           -0b101           |    -0x5     |      0.0061 s       |
| P2/TC3.txt |   33    |          0b100001          |    0x21     |      0.0061 s       |
| P2/TC3.txt |   -13   |          -0b1101           |    -0xd     |      0.0061 s       |
| P2/TC3.txt |   33    |          0b100001          |    0x21     |      0.0061 s       |
| P2/TC3.txt |   -10   |          -0b1010           |    -0xa     |      0.0061 s       |
| P2/TC3.txt |   47    |          0b101111          |    0x2f     |      0.0061 s       |
| P2/TC3.txt |   47    |          0b101111          |    0x2f     |      0.0061 s       |
| P2/TC3.txt |   -13   |          -0b1101           |    -0xd     |      0.0061 s       |
| P2/TC3.txt |   -32   |         -0b100000          |    -0x20    |      0.0061 s       |
| P2/TC3.txt |    1    |            0b1             |     0x1     |      0.0061 s       |
| P2/TC3.txt |    1    |            0b1             |     0x1     |      0.0061 s       |
| P2/TC3.txt |   -25   |          -0b11001          |    -0x19    |      0.0061 s       |
| P2/TC3.txt |   -33   |         -0b100001          |    -0x21    |      0.0061 s       |
| P2/TC3.txt |   16    |          0b10000           |    0x10     |      0.0061 s       |
| P2/TC3.txt |   17    |          0b10001           |    0x11     |      0.0061 s       |
| P2/TC3.txt |    4    |           0b100            |     0x4     |      0.0061 s       |
| P2/TC4.txt |   -39   |         -0b100111          |    -0x27    |      0.0059 s       |
| P2/TC4.txt |   -36   |         -0b100100          |    -0x24    |      0.0059 s       |
| P2/TC4.txt |    8    |           0b1000           |     0x8     |      0.0059 s       |
| P2/TC4.txt |   34    |          0b100010          |    0x22     |      0.0059 s       |
| P2/TC4.txt |   17    |          0b10001           |    0x11     |      0.0059 s       |
| P2/TC4.txt |   49    |          0b110001          |    0x31     |      0.0059 s       |
| P2/TC4.txt |    5    |           0b101            |     0x5     |      0.0059 s       |
| P2/TC4.txt |    0    |            0b0             |     0x0     |      0.0059 s       |
| P2/TC4.txt |   33    |          0b100001          |    0x21     |      0.0059 s       |
| P2/TC4.txt |   12    |           0b1100           |     0xc     |      0.0059 s       |
| P2/TC4.txt |   -6    |           -0b110           |    -0x6     |      0.0059 s       |
| P2/TC4.txt |   27    |          0b11011           |    0x1b     |      0.0059 s       |
